
--- Page 1 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: Room:                          | x: N/A | y: 238.55200000000002
Text: G050                           | x: N/A | y: 238.55200000000002
Text: Days:                          | x: N/A | y: 238.55200000000002
Text: M                              | x: N/A | y: 238.55200000000002
Text: Time:                          | x: N/A | y: 238.55200000000002
Text: 16:40                          | x: N/A | y: 238.55200000000002
Text: -                              | x: N/A | y: 238.55200000000002
Text: 19:40                          | x: N/A | y: 238.55200000000002
Text: INST                           | x: N/A | y: 248.05200000000002
Text: 100                            | x: N/A | y: 248.05200000000002
Text: Instructor:                    | x: N/A | y: 248.05200000000002
Text: Ammerman,Alice                 | x: N/A | y: 248.05200000000002
Text: Sue                            | x: N/A | y: 248.05200000000002
Text: Class                          | x: N/A | y: 267.052
Text: Enrl                           | x: N/A | y: 267.052
Text: Cap:15                         | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Enrl                           | x: N/A | y: 267.052
Text: Tot:15                         | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Wait                           | x: N/A | y: 267.052
Text: Cap:999                        | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Wait                           | x: N/A | y: 267.052
Text: Tot:2                          | x: N/A | y: 267.052
Text: Class                          | x: N/A | y: 267.052
Text: Min                            | x: N/A | y: 267.052
Text: Enrl:0                         | x: N/A | y: 267.052
Text: GR1                            | x: N/A | y: 286.052
Text: Attributes:                    | x: N/A | y: 295.552
Text: IDEA                           | x: N/A | y: 295.552
Text: -                              | x: N/A | y: 295.552
Text: Global                         | x: N/A | y: 295.552
Text: Understanding                  | x: N/A | y: 295.552
Text: and                            | x: N/A | y: 295.552
Text: Engagement,                    | x: N/A | y: 295.552
Text: IDEA                           | x: N/A | y: 295.552
Text: -                              | x: N/A | y: 295.552
Text: High-Impact:                   | x: N/A | y: 295.552
Text: Study                          | x: N/A | y: 295.552
Text: Abroad                         | x: N/A | y: 295.552
Text: Class                          | x: N/A | y: 305.052
Text: Equivalents:                   | x: N/A | y: 305.052
Text: SPHG                           | x: N/A | y: 305.052
Text: 428/428H                       | x: N/A | y: 305.052
Text: Reserve                        | x: N/A | y: 314.552
Text: Capacity:                      | x: N/A | y: 314.552
Text: 19-OCT-2023                    | x: N/A | y: 314.552
Text: Undergraduate                  | x: N/A | y: 314.552
Text: Honors                         | x: N/A | y: 314.552
Text: Majors                         | x: N/A | y: 314.552
Text: Reserve                        | x: N/A | y: 314.552
Text: Enrl                           | x: N/A | y: 314.552
Text: Cap:                           | x: N/A | y: 314.552
Text: 15                             | x: N/A | y: 314.552
Text: Reserve                        | x: N/A | y: 314.552
Text: Enrl                           | x: N/A | y: 314.552
Text: Tot:                           | x: N/A | y: 314.552
Text: 15                             | x: N/A | y: 314.552
Text: Honors                         | x: N/A | y: 333.552
Text: Carolina                       | x: N/A | y: 333.552
Text: students                       | x: N/A | y: 333.552
Text: can                            | x: N/A | y: 333.552
Text: register                       | x: N/A | y: 333.552
Text: themselves                     | x: N/A | y: 333.552
Text: for                            | x: N/A | y: 333.552
Text: SPRING                         | x: N/A | y: 333.552
Text: 2024                           | x: N/A | y: 333.552
Text: online                         | x: N/A | y: 333.552
Text: when                           | x: N/A | y: 333.552
Text: their                          | x: N/A | y: 333.552
Text: registration                   | x: N/A | y: 333.552
Text: appointment                    | x: N/A | y: 333.552
Text: begins.                        | x: N/A | y: 333.552
Text: Non-Honors                     | x: N/A | y: 343.052
Text: students                       | x: N/A | y: 343.052
Text: will                           | x: N/A | y: 343.052
Text: be                             | x: N/A | y: 343.052
Text: eligible                       | x: N/A | y: 343.052
Text: to                             | x: N/A | y: 343.052
Text: enroll                         | x: N/A | y: 343.052
Text: beginning                      | x: N/A | y: 343.052
Text: November                       | x: N/A | y: 343.052
Text: 17                             | x: N/A | y: 343.052
Text: during                         | x: N/A | y: 343.052
Text: open                           | x: N/A | y: 343.052
Text: enrollment.                    | x: N/A | y: 343.052
Text: SPHG                           | x: N/A | y: 352.552
Text: 428H.001                       | x: N/A | y: 352.552
Text: |                              | x: N/A | y: 352.552
Text: Public                         | x: N/A | y: 352.552
Text: Health                         | x: N/A | y: 352.552
Text: Entrepreneurship               | x: N/A | y: 352.552
Text: M,                             | x: N/A | y: 362.052
Text: 4:40                           | x: N/A | y: 362.052
Text: pm                             | x: N/A | y: 362.052
Text: -                              | x: N/A | y: 362.052
Text: 7:40                           | x: N/A | y: 362.052
Text: pm.                            | x: N/A | y: 362.052
Text: Instructor(s):                 | x: N/A | y: 362.052
Text: Alice                          | x: N/A | y: 362.052
Text: Ammerman.                      | x: N/A | y: 362.052
Text: Enrollment                     | x: N/A | y: 362.052
Text: =                              | x: N/A | y: 362.052
Text: 15.                            | x: N/A | y: 362.052
Text: The                            | x: N/A | y: 371.552
Text: innovative                     | x: N/A | y: 371.552
Text: and                            | x: N/A | y: 371.552
Text: sustainable                    | x: N/A | y: 371.552
Text: nature                         | x: N/A | y: 371.552
Text: of                             | x: N/A | y: 371.552
Text: entrepreneurial                | x: N/A | y: 371.552
Text: pursuit                        | x: N/A | y: 371.552
Text: can                            | x: N/A | y: 371.552
Text: benefit                        | x: N/A | y: 371.552
Text: public                         | x: N/A | y: 371.552
Text: health                         | x: N/A | y: 371.552
Text: initiatives,                   | x: N/A | y: 371.552
Text: especially                     | x: N/A | y: 371.552
Text: when                           | x: N/A | y: 371.552
Text: entrepreneurship               | x: N/A | y: 371.552
Text: identifies                     | x: N/A | y: 371.552
Text: economically                   | x: N/A | y: 381.052
Text: self-sustaining                | x: N/A | y: 381.052
Text: solutions                      | x: N/A | y: 381.052
Text: to                             | x: N/A | y: 381.052
Text: public                         | x: N/A | y: 381.052
Text: health                         | x: N/A | y: 381.052
Text: challenges.                    | x: N/A | y: 381.052
Text: This                           | x: N/A | y: 381.052
Text: three-credit                   | x: N/A | y: 381.052
Text: course                         | x: N/A | y: 381.052
Text: will                           | x: N/A | y: 381.052
Text: introduce                      | x: N/A | y: 381.052
Text: students                       | x: N/A | y: 381.052
Text: to                             | x: N/A | y: 381.052
